escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
60;EXT. HARUWEN DEL OESTE;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;60.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Lola; Uky; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
60;EXT. HARUWEN DEL OESTE;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;60.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Fogata/fuego FX; Viento FX; Pinturas tari; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
60;EXT. HARUWEN DEL OESTE;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;60.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
61;EXT. PASTIZALES / ESTANCIA DESPEDIDA;NOCHE;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;61.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
61;EXT. PASTIZALES / ESTANCIA DESPEDIDA;NOCHE;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;61.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Lola; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
61;EXT. PASTIZALES / ESTANCIA DESPEDIDA;NOCHE;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;61.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Fogata/fuego FX; Viento FX; Pinturas tari; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
61;EXT. PASTIZALES / ESTANCIA DESPEDIDA;NOCHE;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;61.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
62;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;62.01;Plano narrativo;Plano de presentación grotesca: composición simétrica de estancia/oficina como territorio de control.;composición simétrica de estancia/oficina como territorio de control.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
62;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;62.02;PP / Primer plano;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Rifles/armas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
62;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;62.03;Contrapicado;"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";Contrapicado, Picado;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Peduzzi; Maclennan; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
62;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;62.04;Insert;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Ovejas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
62;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;62.05;Plano narrativo;Corte brusco a chimenea/humo como presagio oscuro.;Corte brusco a chimenea/humo como presagio oscuro.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Humo/ceniza; Luna/luz plateada; Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
63;EXT. ESTANCIA DESPEDIDA;ECLIPSE;"Convertir la torpeza creativa de Uky en accidente detonante; comedia física con culpa al final.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;63.01;PG / Plano general;"PG con pompones blancos en la distancia; lectura ambigua para Uky y Tah.";"PG con pompones blancos en la distancia; lectura ambigua para Uky y Tah.";Cámara funcional al eje dramático;"Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Tah / cururo; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
63;EXT. ESTANCIA DESPEDIDA;ECLIPSE;"Convertir la torpeza creativa de Uky en accidente detonante; comedia física con culpa al final.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;63.02;Plano narrativo;Planos detalle de lana, dedos con pintura y caras absurdas en ovejas.;Planos detalle de lana, dedos con pintura y caras absurdas en ovejas.;Cámara funcional al eje dramático;"Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Ovejas; Pinturas tari; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
63;EXT. ESTANCIA DESPEDIDA;ECLIPSE;"Convertir la torpeza creativa de Uky en accidente detonante; comedia física con culpa al final.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;63.03;Plano narrativo;Ritmo de gag: PP de oveja despertando / PP de Uky / grito espejo.;PP de oveja despertando / PP de Uky / grito espejo.;Cámara funcional al eje dramático;"Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Ovejas; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
63;EXT. ESTANCIA DESPEDIDA;ECLIPSE;"Convertir la torpeza creativa de Uky en accidente detonante; comedia física con culpa al final.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;63.04;Travelling;"Travelling caótico de estampida; cámara acompaña a Uky sobre la oveja.";"Travelling caótico de estampida; cámara acompaña a Uky sobre la oveja.";Travelling;"Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Ovejas; Uky; Mar/agua FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
63;EXT. ESTANCIA DESPEDIDA;ECLIPSE;"Convertir la torpeza creativa de Uky en accidente detonante; comedia física con culpa al final.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;63.05;Plano narrativo;"Plano seco final de la oveja muerta; cortar la música y dejar culpa en silencio.";"Plano seco final de la oveja muerta; cortar la música y dejar culpa en silencio.";Cámara funcional al eje dramático;"Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Ovejas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
64;EXT. ISLA DE LA TIERRA DEL FUEGO;ECLIPSE (SECUENCIA);"Expandir la aventura hacia el mundo espiritual; cada paisaje prueba un aspecto interno.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;64.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
64;EXT. ISLA DE LA TIERRA DEL FUEGO;ECLIPSE (SECUENCIA);"Expandir la aventura hacia el mundo espiritual; cada paisaje prueba un aspecto interno.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;64.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
64;EXT. ISLA DE LA TIERRA DEL FUEGO;ECLIPSE (SECUENCIA);"Expandir la aventura hacia el mundo espiritual; cada paisaje prueba un aspecto interno.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;64.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Xalpén; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
64;EXT. ISLA DE LA TIERRA DEL FUEGO;ECLIPSE (SECUENCIA);"Expandir la aventura hacia el mundo espiritual; cada paisaje prueba un aspecto interno.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;64.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Ovejas; Rifles/armas; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
64;EXT. ISLA DE LA TIERRA DEL FUEGO;ECLIPSE (SECUENCIA);"Expandir la aventura hacia el mundo espiritual; cada paisaje prueba un aspecto interno.";Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;64.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
65;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;65.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
65;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;65.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Lola; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
65;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;65.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Xalpén; Mar/agua FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
65;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;65.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Ovejas; Rifles/armas; Soortes; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
65;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;65.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Lola; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
66;INT. PLANO ASTRAL;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;66.01;Plano narrativo;"Plano inmersivo de espacio sin horizonte; hilos de luz y memoria rodean a los personajes.";"Plano inmersivo de espacio sin horizonte; hilos de luz y memoria rodean a los personajes.";Cámara funcional al eje dramático;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
66;INT. PLANO ASTRAL;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;66.02;Travelling;Travelling lento entre ancestros como pasillo ceremonial.;Travelling lento entre ancestros como pasillo ceremonial.;Travelling;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
66;INT. PLANO ASTRAL;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;66.03;Plano narrativo;Escala extrema: Uky pequeño frente a Kotaix/Temaukel, sin perder lectura emocional.;Uky pequeño frente a Kotaix/Temaukel, sin perder lectura emocional.;Cámara funcional al eje dramático;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Uky; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
66;INT. PLANO ASTRAL;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;66.04;Plano narrativo;Usar cámara flotante y cortes suaves para diferenciar mundo interior de acción física.;Usar cámara flotante y cortes suaves para diferenciar mundo interior de acción física.;Cámara funcional al eje dramático;Fuego presente como pulso: crepita, sube o se apaga según tensión. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Mar/agua FX; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
67;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Clímax: choque entre profecía, violencia histórica, rescate y batalla cósmica.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;67.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
67;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Clímax: choque entre profecía, violencia histórica, rescate y batalla cósmica.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;67.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Lola; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
67;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Clímax: choque entre profecía, violencia histórica, rescate y batalla cósmica.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;67.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Xalpén; Mar/agua FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
67;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Clímax: choque entre profecía, violencia histórica, rescate y batalla cósmica.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;67.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Ovejas; Rifles/armas; Soortes; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
67;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Clímax: choque entre profecía, violencia histórica, rescate y batalla cósmica.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;67.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Lola; Uky; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
68;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;68.01;PG / Plano general;"PG de montaña nevada con figura mínima de Lola; viento domina la escala.";"PG de montaña nevada con figura mínima de Lola; viento domina la escala.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Montaña/roqueríos; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
68;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;68.02;PD / Plano detalle;"Plano detalle de huellas perdiéndose; respiración débil.";"Plano detalle de huellas perdiéndose; respiración débil.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
68;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;68.03;PP / Primer plano;"PP de ojos de Lola cerrándose; caída a rodillas en cámara lenta mínima.";"PP de ojos de Lola cerrándose; caída a rodillas en cámara lenta mínima.";Cámara lenta;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Mar/agua FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
68;EXT. ESTANCIA DESPEDIDA;ECLIPSE;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;68.04;Plano narrativo;Corte a humo lejano del haruwen: esperanza visual sin resolver.;esperanza visual sin resolver.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Humo/ceniza; Luna/luz plateada; Sol/luz cálida; Haruwen/chozas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
